company_id;milestone_nr;milestone_date
c:202;4;13.05.2010
c:202;5;23.06.2010
c:202;6;11.01.2012
c:15652;1;01.01.2006
c:15652;2;22.12.2008
c:15652;3;24.11.2010
c:144825;1;01.08.2011
c:144825;2;13.08.2012
c:9772;1;01.12.2007
c:9772;2;24.08.2010
c:9772;3;22.04.2013
c:19101;1;18.05.2009
c:19101;2;10.10.2009
c:1612;1;01.02.2010
c:1612;2;28.04.2012
c:1612;3;23.07.2013
c:3986;1;01.01.2006
c:3986;2;14.07.2008
c:61592;1;01.01.2013
c:61592;2;22.09.2013
c:35236;1;09.03.2010
c:35236;2;02.12.2010
c:35236;3;12.09.2012
c:27620;1;01.01.2005
c:9816;1;01.06.2011
c:52566;1;01.02.2011
c:52566;2;12.03.2012
c:49236;1;01.08.2009
c:2234;1;01.01.2009
c:2234;2;24.08.2009
c:3505;1;01.01.2008
c:3505;2;01.01.2010
c:56989;1;01.03.2009
c:56989;2;04.12.2011
c:56989;3;02.07.2013
c:28482;1;13.10.2010
c:28482;2;01.01.2012
c:1595;1;01.01.2008
c:1595;2;24.07.2008
c:1595;3;01.04.2011
c:31294;1;01.06.2009
c:31294;2;01.05.2010
c:43875;1;01.09.2002
c:16562;1;01.01.2006
c:18075;1;23.09.2010
c:86120;1;05.10.2011
c:86120;2;04.11.2011
c:12173;1;01.01.2006
c:12173;2;23.03.2011
c:44650;1;01.01.2006
c:70021;1;01.11.2011
c:25324;1;01.01.2009
c:25324;2;31.01.2011
c:77;1;23.02.2010
c:77;2;26.03.2012
c:77;3;15.08.2013
c:1895;1;02.03.2010
c:1895;2;02.01.2013
c:16289;1;01.01.2007
c:575;1;01.01.2007
c:575;2;27.07.2007
c:575;3;20.03.2009
c:15562;1;01.06.2008
c:62432;1;01.01.2012
c:62432;2;04.09.2012
c:8100;1;01.09.2011
c:8100;2;06.09.2012
c:62262;1;01.05.2010
c:62262;2;13.12.2011
c:3686;1;01.10.2009
c:82805;1;01.04.2010
c:82805;2;03.12.2013
c:196;1;01.08.2007
c:196;2;30.09.2008
c:196;3;22.03.2009
c:196;4;18.12.2010
c:196;5;21.05.2013
c:13277;1;01.08.2008
c:63217;1;01.06.2010
c:63217;2;12.03.2011
c:2534;1;01.01.2010
c:2534;2;21.02.2011
c:2534;3;16.03.2012
c:2534;4;21.02.2013
c:2534;5;08.05.2013
c:5264;1;01.07.2005
c:5264;2;14.09.2008
c:5264;3;30.05.2012
c:58512;1;01.10.2010
c:58512;2;16.06.2012
c:58512;3;07.09.2012
c:12957;1;27.10.2008
c:12957;2;10.09.2012
c:34499;1;01.02.2011
c:34499;2;02.02.2011
c:34499;3;03.02.2011
c:34028;1;01.01.2009
c:23335;1;16.11.2009
c:30526;1;01.01.2005
c:42519;1;12.05.2010
c:42519;2;18.05.2010
c:48376;1;01.07.2011
c:47587;1;10.05.2010
c:47587;2;01.01.2012
c:1669;1;01.01.2009
c:1669;2;04.02.2010
c:1669;3;04.06.2010
c:421;1;01.08.2011
c:421;2;05.04.2013
c:421;3;14.05.2013
c:155621;1;29.01.2012
c:40782;1;01.02.2011
c:40782;2;28.10.2012
c:40782;3;07.08.2013
c:51306;1;01.01.2011
c:51306;2;24.08.2012
c:1088;1;16.02.2010
c:1088;2;29.03.2010
c:1088;3;12.08.2010
c:1088;4;22.09.2012
c:1088;5;03.12.2013
c:34522;1;13.05.2010
c:34522;2;25.06.2011
c:34522;3;01.09.2011
c:83692;1;01.10.2011
c:83692;2;21.03.2013
c:83692;3;16.09.2013
c:28428;1;01.08.2010
c:17974;1;30.09.2009
c:17974;2;11.01.2010
c:81475;1;01.10.2010
c:76543;1;13.08.2012
c:76543;2;12.12.2012
c:84161;1;24.02.2011
c:84161;2;21.03.2012
c:84161;3;28.01.2013
c:84161;4;11.10.2013
c:810;1;01.12.2010
c:810;2;16.12.2010
c:810;3;02.09.2011
c:810;4;06.06.2012
c:11042;1;22.06.2010
c:11042;2;18.02.2012
c:11042;3;15.07.2013
c:17633;1;01.01.2007
c:54585;1;30.10.2012
c:54585;2;01.02.2013
c:11507;1;01.10.2008
c:24860;1;01.01.2010
c:148750;1;01.08.2011
c:45611;1;01.01.2005
c:4106;1;01.03.2008
c:4106;2;10.02.2011
c:17775;1;01.01.2005
c:144;1;07.04.2008
c:144;2;16.07.2010
c:13046;1;01.07.2008
c:13046;2;23.03.2010
c:13046;3;26.09.2010
c:13046;4;17.11.2011
c:40;1;01.02.2008
c:40;2;03.05.2010
c:40;3;09.06.2012
c:40;4;24.09.2013
c:26460;1;15.08.2010
c:26460;2;23.05.2011
c:3962;1;01.11.2009
c:162116;1;07.02.2013
c:162116;2;20.08.2013
c:162116;3;05.09.2013
c:7207;1;20.10.2009
c:7207;2;21.02.2011
c:7207;3;25.03.2013
c:863;1;01.11.2005
c:863;2;25.01.2006
c:863;3;10.06.2013
c:863;4;22.07.2013
c:863;5;17.09.2013
c:16066;1;05.08.2008
c:16066;2;29.11.2008
c:16066;3;29.07.2009
c:220;1;26.07.2010
c:220;2;26.12.2010
c:220;3;19.11.2011
c:220;4;21.05.2012
c:220;5;15.06.2012
c:220;6;17.12.2012
c:54;1;01.01.2006
c:54;2;17.12.2008
c:54;3;16.01.2010
c:54;4;20.04.2011
c:3122;1;01.01.2008
c:3122;2;24.03.2009
c:1789;1;01.07.2008
c:1789;2;18.09.2010
c:1789;3;28.04.2011
c:38339;1;01.05.2010
c:38339;2;15.07.2010
c:38339;3;10.11.2010
c:3288;1;01.10.2010
c:3288;2;22.10.2010
c:3288;3;10.09.2011
c:3288;4;18.10.2013
c:10179;1;18.05.2010
c:10179;2;02.11.2010
c:10179;3;17.02.2011
c:33869;1;08.10.2009
c:33869;2;17.10.2011
c:21528;1;01.01.2011
c:30820;1;28.06.2010
c:30820;2;11.11.2010
c:30820;3;06.12.2010
c:25782;1;01.01.2012
c:25782;2;07.10.2012
c:278;1;03.04.2009
c:75500;1;01.10.2010
c:67806;1;12.12.2011
c:67806;2;26.06.2012
c:1212;1;01.08.2005
c:1212;2;10.03.2008
c:25307;1;01.01.2009
c:25307;2;21.06.2009
c:1870;1;01.07.2011
c:1870;2;05.09.2013
c:27285;1;01.06.2012
c:18470;1;19.07.2011
c:18470;2;26.01.2012
c:18470;3;20.07.2012
c:21395;1;01.06.2010
c:25132;1;01.01.2008
c:72;1;03.11.2005
c:72;2;28.01.2010
c:72;3;15.08.2013
c:72;4;12.09.2013
c:17429;1;01.01.2010
c:487;1;03.02.2009
c:487;2;20.05.2011
c:40665;1;01.08.2010
c:2972;1;08.05.2008
c:2972;2;01.05.2010
c:1832;1;04.03.2008
c:1832;2;02.08.2008
c:1832;3;21.03.2010
c:1832;4;03.06.2010
c:30173;1;23.08.2009
c:30173;2;03.03.2011
c:30173;3;30.08.2012
c:833;1;01.01.2007
c:833;2;26.06.2007
c:833;3;01.11.2007
c:833;4;24.10.2008
c:615;1;01.09.2009
c:615;2;21.01.2010
c:1731;1;15.01.2009
c:1731;2;29.12.2012
c:1731;3;10.09.2013
c:39755;1;01.04.2005
c:134;1;06.06.2008
c:134;2;11.04.2011
c:134;3;15.08.2013
c:6313;1;01.05.2008
c:107746;1;01.01.1997
c:107746;2;15.05.2013
c:2566;1;04.08.2011
c:2566;2;28.04.2012
c:44;1;30.04.2009
c:44;2;06.09.2009
c:44;3;13.05.2010
c:44;4;13.12.2010
c:44;5;11.04.2011
c:83176;1;01.05.2010
c:83176;2;01.02.2011
c:20488;1;23.03.2009
c:20488;2;01.09.2009
c:20488;3;01.05.2010
c:20506;1;01.01.2007
c:20506;2;03.10.2013
c:69279;1;01.06.2010
c:69279;2;20.03.2012
c:23192;1;02.12.2009
c:23192;2;30.12.2009
c:38;1;01.01.2010
c:38;2;31.01.2011
c:16070;1;10.01.2011
c:16070;2;19.01.2011
c:53814;1;01.01.2005
c:40762;1;05.11.2009
c:75008;1;01.06.2010
c:75008;2;12.07.2011
c:197;1;01.08.2006
c:197;2;19.07.2008
c:197;3;19.07.2009
c:197;4;11.12.2012
c:3087;1;01.01.2007
c:23098;1;01.01.2009
c:23098;2;05.01.2012
c:37215;1;01.01.2010
c:37215;2;05.08.2011
c:314;1;31.10.2011
c:314;2;19.07.2012
c:314;3;14.11.2013
c:3991;1;01.09.2005
c:3991;2;01.11.2005
c:3991;3;18.12.2009
c:16892;1;01.01.2007
c:38460;1;31.01.2011
c:38460;2;01.05.2011
c:64959;1;01.01.2010
c:64959;2;01.01.2012
c:47270;1;10.03.2011
c:47270;2;01.04.2011
c:17433;1;01.01.2008
c:144687;1;06.12.2011
c:144687;2;05.04.2012
c:6592;1;01.01.2007
c:6592;2;04.05.2009
c:34545;1;01.01.2013
c:34545;2;16.10.2013
c:17030;1;27.03.2009
c:10610;1;01.06.2010
c:10610;2;26.08.2010
c:10610;3;23.09.2010
c:68470;1;01.01.2012
c:68470;2;01.12.2012
c:10197;1;01.01.2005
c:10197;2;05.07.2008
c:10197;3;08.03.2013
c:33771;1;01.01.2006
c:437;1;04.03.2011
c:437;2;11.12.2012
c:437;3;03.05.2013
c:437;4;13.11.2013
c:437;5;19.11.2013
c:20062;1;01.01.2005
c:281;1;01.03.2005
c:281;2;27.07.2007
c:8251;1;01.01.2007
c:60243;1;01.01.2008
c:60243;2;27.10.2010
c:513;1;25.06.2008
c:513;2;03.10.2011
c:513;3;19.03.2012
c:513;4;29.05.2013
c:51969;1;09.08.2010
c:51969;2;12.03.2011
c:1284;1;01.01.2007
c:1284;2;15.10.2007
c:1284;3;01.12.2011
c:24029;1;01.05.2013
c:24029;2;29.07.2013
c:24029;3;21.08.2013
c:24029;4;22.09.2013
c:166772;1;18.01.2013
c:59709;1;01.01.2010
c:59709;2;31.05.2011
c:11888;1;01.09.2007
c:11888;2;22.03.2010
c:58550;1;03.01.2012
c:58550;2;24.09.2012
c:4;1;08.01.2010
c:4;2;05.08.2010
c:4;3;01.03.2011
c:4;4;29.10.2011
c:4;5;03.12.2011
c:4;6;26.12.2011
c:4;7;01.06.2013
c:4;8;04.12.2013
c:1475;1;01.09.2010
c:1475;2;08.12.2010
c:1475;3;16.05.2012
c:1475;4;10.12.2013
c:23134;1;01.01.2008
c:23134;2;22.06.2010
c:282;1;27.07.2007
c:282;2;27.01.2009
c:282;3;31.01.2009
c:6340;1;25.06.2009
c:6340;2;26.10.2009
c:6340;3;26.01.2011
c:63621;1;01.09.2010
c:251;1;01.07.2007
c:251;2;25.12.2008
c:251;3;30.06.2011
c:251;4;22.11.2011
c:12285;1;01.08.2008
c:885;1;25.06.2009
c:885;2;18.09.2009
c:885;3;26.10.2009
c:885;4;08.07.2010
c:1704;1;16.01.2009
c:1704;2;09.09.2010
c:1704;3;15.11.2011
c:1704;4;28.02.2012
c:5986;1;01.03.2010
c:5986;2;21.01.2012
c:23756;1;30.03.2011
c:23756;2;21.01.2012
c:23756;3;04.01.2013
c:43172;1;01.03.2013
c:43172;2;01.10.2013
c:20637;1;01.06.2009
c:20637;2;11.06.2009
c:20637;3;28.07.2010
c:20033;1;01.08.2008
c:20033;2;10.03.2009
c:13504;1;01.01.2007
c:13504;2;11.11.2008
c:3185;1;01.10.2006
c:3185;2;09.03.2007
c:3185;3;08.06.2008
c:3185;4;01.06.2009
c:725;1;22.10.2008
c:725;2;08.02.2010
c:725;3;10.11.2010
c:13921;1;01.01.2012
c:24549;1;01.01.2008
c:5952;1;08.08.2008
c:5952;2;01.11.2010
c:43183;1;01.02.2011
c:43183;2;26.08.2011
c:43183;3;09.10.2012
c:5485;1;07.09.2008
c:5485;2;15.09.2009
c:5485;3;17.08.2010
c:9;1;15.12.2009
c:9;2;09.10.2010
c:9;3;07.09.2011
c:9;4;25.06.2012
c:15129;1;29.01.2012
c:339;1;01.01.2010
c:339;2;19.12.2010
c:339;3;10.02.2013
c:339;4;08.10.2013
c:339;5;21.10.2013
c:967;1;04.06.2012
c:967;2;08.08.2012
c:967;3;24.10.2012
c:2925;1;25.10.2010
c:2925;2;18.04.2013
c:86;1;01.12.2006
c:86;2;10.09.2010
c:86;3;14.11.2010
c:86;4;07.03.2013
c:69834;1;01.01.2011
c:69834;2;02.07.2012
c:44434;1;01.01.2010
c:18897;1;01.09.2010
c:43416;1;01.05.2010
c:43416;2;10.02.2012
c:23692;1;01.01.2006
c:23692;2;18.05.2010
c:1587;1;01.01.2013
c:1587;2;07.12.2013
c:26390;1;01.08.2008
c:32094;1;06.07.2010
c:32094;2;07.03.2011
c:8676;1;05.10.2008
c:8676;2;11.11.2012
c:8676;3;04.12.2012
c:767;1;25.09.2008
c:767;2;16.04.2010
c:767;3;27.08.2010
c:767;4;27.09.2010
c:767;5;15.09.2012
c:6011;1;20.07.2008
c:6011;2;14.08.2009
c:6011;3;10.03.2011
c:6011;4;13.11.2012
c:6011;5;03.04.2013
c:31794;1;28.11.2011
c:31794;2;01.11.2012
c:31794;3;11.03.2013
c:10054;1;19.01.2012
c:10054;2;02.03.2012
c:10054;3;13.08.2013
c:14036;1;01.01.2007
c:38123;1;01.01.2006
c:16709;1;01.07.2008
c:16709;2;23.01.2011
c:46901;1;01.01.2010
c:46901;2;31.10.2011
c:18056;1;01.01.2006
c:18056;2;25.10.2008
c:18056;3;12.02.2009
c:18056;4;20.03.2013
c:13219;1;01.01.2009
c:13219;2;08.07.2013
c:44576;1;01.02.2001
c:44576;2;18.12.2012
c:55043;1;21.08.2011
c:51021;1;01.02.2007
c:51021;2;01.08.2007
c:51021;3;18.04.2009
c:51021;4;01.08.2013
c:42672;1;01.01.2007
c:130;1;01.07.2009
c:130;2;04.08.2009
c:130;3;25.03.2010
c:130;4;01.04.2011
c:130;5;08.06.2011
c:47601;1;01.02.2002
c:60087;1;01.05.2010
c:60087;2;03.10.2011
c:24853;1;01.07.2011
c:24853;2;28.09.2012
c:14608;1;01.09.2005
c:14608;2;06.04.2009
c:14608;3;15.12.2010
c:14608;4;13.04.2012
c:14608;5;31.01.2013
c:65389;1;25.05.2011
c:65389;2;11.06.2011
c:65389;3;25.07.2011
c:1767;1;01.06.2010
c:1767;2;02.04.2013
c:6012;1;01.08.2005
c:6012;2;13.12.2010
c:6012;3;09.12.2011
c:44976;1;01.01.2011
c:44976;2;18.09.2012
c:2275;1;12.12.2008
c:2275;2;17.09.2009
c:2275;3;03.12.2009
c:2275;4;21.02.2010
c:2275;5;07.08.2010
c:2275;6;15.05.2011
c:16611;1;01.11.2008
c:16611;2;28.04.2012
c:16611;3;16.09.2012
c:975;1;17.11.2010
c:975;2;04.04.2011
c:51332;1;01.01.2013
c:51332;2;09.09.2013
c:36151;1;01.01.2012
c:36151;2;24.10.2012
c:36151;3;20.11.2012
c:36151;4;07.03.2013
c:148576;1;01.05.2011
c:73586;1;01.04.2013
c:73586;2;13.10.2013
c:46070;1;01.07.2010
c:46070;2;10.01.2012
c:12171;1;01.01.2002
c:12171;2;30.11.2009
c:45413;1;01.10.2008
c:1285;1;01.08.2011
c:1285;2;03.08.2011
c:1285;3;20.02.2013
c:1285;4;16.07.2013
c:1285;5;30.07.2013
c:13730;1;01.01.2009
c:13730;2;12.01.2011
c:13730;3;26.04.2012
c:31936;1;01.01.2004
c:32011;1;01.01.2006
c:22203;1;20.04.2010
c:22203;2;05.12.2010
c:22203;3;01.11.2011
c:105;1;02.02.2008
c:105;2;15.05.2009
c:105;3;10.07.2011
c:105;4;17.10.2013
c:60436;1;01.01.2012
c:60436;2;16.04.2013
c:5779;1;08.03.2011
c:5779;2;22.12.2012
c:5779;3;02.05.2013
c:3413;1;09.07.2008
c:3413;2;26.07.2010
c:3413;3;07.01.2011
c:6049;1;11.01.2006
c:6049;2;20.10.2007
c:6049;3;12.08.2008
c:58998;1;01.01.2006
c:21762;1;20.08.2010
c:21762;2;01.09.2011
c:39801;1;01.04.2006
c:1388;1;10.02.2011
c:1388;2;11.05.2011
c:1388;3;01.11.2012
c:11307;1;01.01.2008
c:11307;2;31.10.2012
c:11307;3;17.11.2013
c:37929;1;01.01.2008
c:37929;2;25.02.2008
c:37929;3;12.01.2011
c:47115;1;01.06.2010
c:11817;1;01.05.2006
c:11817;2;10.11.2010
c:81476;1;01.02.2012
c:155;1;01.03.2006
c:155;2;28.12.2006
c:155;3;29.12.2009
c:155;4;06.06.2013
c:9822;1;19.05.2008
c:9822;2;04.01.2012
c:93;1;01.01.2007
c:93;2;16.12.2007
c:93;3;26.04.2008
c:93;4;09.06.2011
c:37635;1;01.02.2012
c:37635;2;11.12.2013
c:1627;1;11.07.2007
c:15294;1;01.01.2007
c:27163;1;13.09.2010
c:27163;2;14.09.2010
c:77139;1;01.03.2011
c:77139;2;13.01.2013
c:77139;3;26.08.2013
c:9085;1;01.01.2004
c:9085;2;28.09.2005
c:9085;3;03.08.2012
c:80259;1;25.04.2011
c:80259;2;24.02.2012
c:26806;1;01.07.2006
c:55592;1;01.03.2011
c:74928;1;19.06.2012
c:74928;2;01.04.2013
c:32383;1;01.03.2008
c:32383;2;14.05.2008
c:32383;3;09.11.2010
c:1419;1;01.01.2007
c:1419;2;29.09.2009
c:1899;1;01.06.2006
c:1899;2;11.11.2008
c:29168;1;01.01.2002
c:60352;1;01.09.2010
c:82843;1;01.07.2011
c:82843;2;09.10.2013
c:23052;1;01.06.2010
c:23052;2;22.07.2011
c:6150;1;02.10.2002
c:6150;2;20.03.2004
c:6150;3;06.09.2011
c:46129;1;03.08.2011
c:46129;2;01.09.2011
c:1760;1;01.02.2008
c:1760;2;23.09.2010
c:173;1;18.04.2011
c:173;2;08.04.2013
c:173;3;16.07.2013
c:173;4;09.09.2013
c:6520;1;01.01.2010
c:1725;1;01.01.2006
c:26007;1;01.01.2010
c:16189;1;01.01.2010
c:45696;1;01.01.2005
c:45696;2;11.05.2010
c:23072;1;04.08.2010
c:23072;2;08.02.2011
c:38794;1;01.05.2007
c:38794;2;08.03.2011
c:58018;1;01.01.2004
c:921;1;01.01.2008
c:921;2;09.04.2008
c:921;3;14.03.2012
c:921;4;21.11.2013
c:20146;1;26.08.2009
c:20146;2;21.04.2010
c:20146;3;01.10.2011
c:7440;1;28.06.2010
c:7440;2;21.03.2011
c:7440;3;10.07.2011
c:7440;4;09.08.2012
c:512;1;15.10.2011
c:512;2;25.02.2012
c:512;3;19.04.2013
c:512;4;04.12.2013
c:20117;1;29.07.2011
c:20117;2;31.07.2012
c:20117;3;03.01.2013
c:10398;1;01.07.2008
c:14854;1;01.01.2006
c:37647;1;01.01.2012
c:18875;1;01.06.2000
c:27591;1;07.02.2013
c:76274;1;11.01.2011
c:76274;2;23.12.2012
c:76274;3;01.03.2013
c:150577;1;01.09.2011
c:12052;1;22.12.2009
c:12052;2;25.03.2011
c:12052;3;19.03.2012
c:3180;1;01.02.2006
c:3180;2;04.08.2011
c:33912;1;01.07.2009
c:33912;2;13.10.2009
c:71372;1;01.04.2011
c:71372;2;01.04.2011
c:465;1;05.08.2007
c:465;2;19.02.2011
c:465;3;10.06.2011
c:465;4;20.12.2011
c:17430;1;01.12.2010
c:17430;2;06.12.2012
c:4529;1;07.11.2011
c:4529;2;01.02.2013
c:2889;1;10.09.2008
c:2889;2;21.10.2010
c:46042;1;01.01.2008
c:25997;1;01.04.2009
c:2953;1;01.11.2006
c:49876;1;01.01.2011
c:1447;1;22.01.2007
c:1447;2;01.11.2008
c:25688;1;01.01.2007
c:335;1;01.06.2008
c:335;2;06.06.2011
c:335;3;23.10.2013
c:27;1;16.04.2009
c:27;2;25.04.2010
c:27;3;27.12.2010
c:27;4;09.12.2011
c:1957;1;05.05.2008
c:63;1;27.06.2007
c:63;2;30.01.2011
c:63;3;21.08.2011
c:63;4;05.05.2012
c:63;5;02.05.2013
c:63;6;02.12.2013
c:58699;1;01.05.2011
c:58699;2;11.07.2012
c:43386;1;01.05.2010
c:43386;2;05.08.2011
c:3717;1;01.08.2007
c:3717;2;30.04.2010
c:70893;1;05.06.2012
c:70893;2;01.07.2012
c:162219;1;01.02.2012
c:12178;1;23.11.2011
c:12178;2;07.12.2012
c:12178;3;04.08.2013
c:23487;1;01.01.2008
c:23487;2;24.09.2010
c:3400;1;01.06.2006
c:3400;2;19.03.2008
c:176278;1;01.01.2012
c:22113;1;25.01.2010
c:5617;1;09.07.2008
c:5617;2;22.03.2009
c:5617;3;17.08.2011
c:5617;4;14.11.2012
c:15996;1;18.12.2009
c:1753;1;04.12.2006
c:1753;2;01.08.2008
c:22057;1;01.01.2010
c:22057;2;31.08.2011
c:22057;3;14.11.2011
c:35887;1;01.01.2005
c:35887;2;08.03.2010
c:1628;1;01.05.2010
c:1628;2;03.10.2011
c:1628;3;03.11.2012
c:4453;1;04.02.2010
c:4453;2;06.03.2010
c:4453;3;13.10.2010
c:4453;4;14.07.2011
c:4453;5;25.09.2012
c:47689;1;01.01.2006
c:459;1;05.11.2007
c:459;2;29.04.2010
c:3094;1;01.03.2010
c:3094;2;10.12.2010
c:3094;3;25.10.2011
c:3094;4;11.11.2011
c:12468;1;01.01.2008
c:856;1;01.07.2008
c:856;2;24.04.2010
c:856;3;11.06.2012
c:856;4;08.09.2012
c:16276;1;01.03.2007
c:16276;2;30.09.2013
c:410;1;25.05.2010
c:410;2;16.02.2011
c:410;3;06.06.2011
c:410;4;16.09.2013
c:726;1;29.04.2008
c:726;2;28.07.2010
c:726;3;04.08.2010
c:726;4;28.09.2010
c:726;5;13.07.2011
c:726;6;13.06.2013
c:8573;1;01.01.2011
c:8573;2;12.01.2011
c:102867;1;01.06.2012
c:102867;2;17.01.2013
c:102867;3;02.08.2013
c:431;1;01.01.2009
c:431;2;09.11.2010
c:431;3;14.11.2010
c:431;4;27.07.2012
c:43832;1;01.01.2010
c:83142;1;01.01.2011
c:62802;1;13.02.2011
c:62802;2;01.08.2012
c:56568;1;01.01.2001
c:531;1;28.11.2007
c:531;2;10.11.2009
c:531;3;14.11.2011
c:531;4;31.05.2012
c:10158;1;28.09.2010
c:11438;1;01.08.2009
c:11438;2;21.07.2010
c:11438;3;01.01.2011
c:75796;1;01.03.2011
c:45428;1;01.08.2011
c:16365;1;01.01.2012
c:2838;1;19.05.2010
c:732;1;01.01.2009
c:732;2;08.04.2010
c:732;3;10.06.2010
c:1853;1;01.05.2011
c:1853;2;14.08.2012
c:971;1;30.05.2008
c:971;2;05.10.2008
c:971;3;13.04.2009
c:971;4;29.02.2012
c:1107;1;23.10.2007
c:1107;2;09.12.2009
